batch_id,supplier_id,temperature_log,humidity_log,shipment_duration_days,barcode_checksum_valid,packaging_seal_intact,expiry_date_format_valid,label_language_count,distributor_verified,price_deviation_pct,reorder_frequency,lot_number_format_valid,regulatory_approval_code,label
B00025,3,5.555993856905323,47.639513244714486,8,1.0,1.0,1.0,2,1.0,-0.6025409838294823,47,1.0,3358,0
F00158,15,18.56538779768143,87.67462367916647,57,0.0,1.0,1.0,2,0.0,-72.86909887993262,2,0.0,107,1
B00714,3,4.8493723823365995,41.64218949707869,8,1.0,1.0,1.0,2,1.0,-0.7546830842199641,15,1.0,2156,0
B01009,3,5.57661928927262,41.30683903179098,6,1.0,1.0,1.0,3,1.0,-7.693986885794999,25,1.0,3771,0
B00193,9,5.150861256341449,46.33493492763825,8,1.0,1.0,1.0,4,1.0,-11.630318566945858,19,1.0,5945,0
B00440,17,4.75989881292649,34.94020986250092,4,1.0,1.0,1.0,2,1.0,-8.148665826230978,25,1.0,9464,0
B00573,1,4.662269277572111,43.22158544871057,6,1.0,1.0,1.0,2,1.0,8.698487035600333,12,1.0,7155,0
B00946,9,5.49154135260295,45.267613989495224,9,1.0,1.0,1.0,2,1.0,-2.5646730088925143,11,1.0,6027,0
B00997,7,4.35986579531853,57.523083401357844,2,1.0,1.0,1.0,3,1.0,0.05962990385738113,27,1.0,2566,0
B00503,7,5.794022078034791,48.484927611715285,4,1.0,1.0,1.0,4,1.0,-4.586013400658182,47,1.0,1968,0
B00605,4,5.077157915816793,41.82354197656955,6,1.0,1.0,1.0,2,1.0,-0.04367487948799657,27,1.0,8387,0
F00016,56,15.600202751747105,46.361204547935344,40,0.0,0.0,1.0,2,0.0,-61.525073782257934,11,1.0,470,1
B01163,18,4.767889451283387,39.00311442295033,4,1.0,1.0,1.0,4,1.0,3.441934653564048,13,1.0,6412,0
F00086,77,17.70260094674485,74.66456820869072,39,0.0,1.0,0.0,1,0.0,-23.707920333787307,2,0.0,421,1
B00846,19,4.488386116928351,49.8164830242975,7,1.0,1.0,1.0,2,1.0,-2.696990507669864,40,1.0,3439,0
B00003,8,4.779996304502299,53.63741369015494,6,1.0,1.0,1.0,2,1.0,0.675265829061132,25,1.0,4036,0
B01286,4,4.933055536717142,53.981619632423424,9,1.0,1.0,1.0,2,1.0,-1.9216261342938614,20,1.0,7587,0
B01222,16,4.608988067446281,43.62911243317788,6,1.0,1.0,1.0,3,1.0,2.9475152493862398,34,1.0,6151,0
B00467,5,4.917910294189747,46.728067081926845,7,1.0,1.0,1.0,4,1.0,-3.858548435291851,18,1.0,3121,0
B00321,5,5.2747373962493675,46.84810177169665,7,1.0,1.0,1.0,2,1.0,-8.479810041886296,35,1.0,7832,0
B00005,19,5.465504732163928,50.01325456493914,4,1.0,1.0,1.0,3,1.0,-7.977836231111137,11,1.0,7218,0
B00222,11,4.362815626810311,56.66644660824891,8,1.0,1.0,1.0,2,1.0,-6.241352549344015,49,1.0,6969,0
B01374,15,5.2845396297678215,45.1546270889125,1,1.0,1.0,1.0,2,1.0,4.457606092029149,35,1.0,8983,0
B00547,8,5.2793454830166375,46.670593248149984,8,1.0,1.0,1.0,2,1.0,-1.813014168398476,26,1.0,3651,0
B00228,3,5.235301300387523,42.80870441310719,5,1.0,1.0,1.0,2,1.0,-3.9646577496994007,19,1.0,1863,0
B00039,12,4.182852332185116,51.825743809460405,4,1.0,1.0,1.0,4,1.0,1.2340465909042628,45,1.0,3335,0
B00542,10,5.183761151254685,44.39337360345817,4,1.0,1.0,1.0,3,1.0,3.9363649400059226,28,1.0,7264,0
B00242,14,4.503271886971661,43.90288037038246,3,1.0,1.0,1.0,3,1.0,4.871311315432259,28,1.0,4039,0
B00898,4,5.212651202113931,48.939507008638294,7,1.0,1.0,1.0,2,1.0,1.1923257016189728,41,1.0,3416,0
B01133,8,5.372292013599839,50.059235418197076,2,1.0,1.0,1.0,3,1.0,-3.1528908115816003,48,1.0,7995,0
B01448,14,5.525547560349665,41.420767293360676,8,1.0,1.0,1.0,4,1.0,7.196467419177345,11,1.0,2029,0
F00168,41,25.51357845377089,56.0534572101016,25,0.0,0.0,0.0,1,0.0,-63.28179179157214,14,1.0,420,1
B00842,8,5.758760054531936,43.980795346306756,2,1.0,1.0,1.0,2,1.0,-2.3327748441345992,48,1.0,1777,0
B01418,12,5.2681889263008514,43.311746352034255,4,1.0,1.0,1.0,2,1.0,0.6323783774418735,28,1.0,2333,0
B01653,5,5.12856532620931,38.67143673915206,5,1.0,1.0,1.0,4,1.0,0.5569542675247995,46,1.0,1449,0
F00269,76,18.219045159766964,85.12531274785724,15,0.0,1.0,0.0,2,0.0,-36.67281487944036,5,0.0,144,1
B00661,16,6.139124351590624,44.106124581085474,7,1.0,1.0,1.0,2,1.0,-1.4046331210388698,28,1.0,4051,0
B01210,2,6.14490289873023,44.0866898006815,5,1.0,1.0,1.0,3,1.0,-1.0984801210822472,19,1.0,4487,0
B00314,2,5.157520244590808,39.341316403411824,7,1.0,1.0,1.0,3,1.0,-5.168679002811132,43,1.0,3076,0
B00691,17,5.41774713896038,47.864105027631325,7,1.0,1.0,1.0,3,1.0,-3.844708124469612,25,1.0,8057,0
B01503,10,4.824087913831389,48.979278148270225,6,1.0,1.0,1.0,3,1.0,13.15307504925936,27,1.0,6319,0
B00424,5,4.654341314491612,49.368298384471466,7,1.0,1.0,1.0,2,1.0,-3.058007896014321,14,1.0,9053,0
B00594,10,4.880860769650209,43.51101300227855,2,1.0,1.0,1.0,4,1.0,-6.887881900323334,29,1.0,8700,0
F00263,63,10.361879198430888,70.44809401842247,18,0.0,0.0,0.0,2,0.0,8.757721140233336,9,1.0,59,1
B00622,15,4.720945321147022,45.28568177580632,8,1.0,1.0,1.0,2,1.0,-0.9405143777252577,26,1.0,1061,0
B01170,16,4.125809171929568,43.59947737910014,1,1.0,1.0,1.0,4,1.0,-2.7461406974769926,38,1.0,3224,0
B01043,10,5.386506681126906,35.05480346424493,1,1.0,1.0,1.0,4,1.0,1.4719637956810339,32,1.0,3154,0
B00227,8,4.486048617143153,36.227289480668645,5,1.0,1.0,1.0,4,1.0,0.5065514161062589,31,1.0,9414,0
B01117,15,4.444673901875157,35.82804346859709,9,1.0,1.0,1.0,3,1.0,0.6474682644804737,19,1.0,7626,0
B01331,8,4.623577615307138,54.346346416081204,2,1.0,1.0,1.0,4,1.0,1.5619362170582238,27,1.0,6696,0
B01315,13,4.435763185126227,36.801454405648556,4,1.0,1.0,1.0,2,1.0,-0.4336112457075002,33,1.0,4010,0
B00066,18,4.7298389084312555,54.562047049583995,6,1.0,1.0,1.0,4,1.0,-5.59030213990914,23,1.0,7468,0
B00024,12,6.106095654692343,52.46969099899172,5,1.0,1.0,1.0,2,1.0,2.33222900419903,26,1.0,7023,0
B00144,8,5.624570320845559,40.43806273743805,7,1.0,1.0,1.0,4,1.0,8.557008778920673,49,1.0,2920,0
B00536,15,4.724654214234843,47.41347025808077,3,1.0,1.0,1.0,2,1.0,-2.346990812177377,45,1.0,2213,0
B00811,15,4.957673729075786,44.45383784906728,1,1.0,1.0,1.0,2,1.0,0.1507319939100729,36,1.0,8564,0
B01466,14,5.285939033089178,42.21535596157519,2,1.0,1.0,1.0,4,1.0,5.747046468331234,43,1.0,8176,0
B00085,5,5.187535957341389,47.730367565685555,3,1.0,1.0,1.0,3,1.0,7.298274147927547,37,1.0,5274,0
B01660,18,4.794305084986255,49.172463603523006,8,1.0,1.0,1.0,4,1.0,11.917285183234327,26,1.0,4659,0
B01645,14,5.164686572791763,42.70042836432163,4,1.0,1.0,1.0,2,1.0,-6.312622970263869,38,1.0,2963,0
F00104,80,13.006540499855365,94.22506551332046,13,0.0,0.0,1.0,2,0.0,-34.34123929078261,11,0.0,106,1
F00117,41,18.266890072601107,63.93174812586211,25,0.0,0.0,0.0,1,0.0,-31.721744422028298,5,0.0,61,1
B01576,19,4.61471604280691,46.9511039215924,3,1.0,1.0,1.0,2,1.0,2.0132225573206113,40,1.0,2112,0
B01144,2,5.683418230302723,42.044416313076454,8,1.0,1.0,1.0,2,1.0,-4.886188443573804,25,1.0,9677,0
B00362,15,5.5984474759012075,43.16586167046461,8,1.0,1.0,1.0,2,1.0,-1.4540730635379362,14,1.0,7581,0
B01611,8,5.177484127378833,49.903041774333786,9,1.0,1.0,1.0,3,1.0,10.051341899182766,47,1.0,1765,0
F00165,96,10.137299516283733,62.08846728207106,58,0.0,0.0,1.0,1,0.0,-69.41844660766289,13,0.0,284,1
B01026,14,5.331240530082258,53.24533143600243,1,1.0,1.0,1.0,2,1.0,3.018520775613138,27,1.0,6691,0
B01030,10,4.769796692180379,42.87703210259903,5,1.0,1.0,1.0,2,1.0,0.5022647522605734,33,1.0,7728,0
B01303,2,6.052838533170315,53.659497336815015,9,1.0,1.0,1.0,3,1.0,-2.4615939748951754,12,1.0,6681,0
B01355,12,4.5491092066495895,53.20364470502767,7,1.0,1.0,1.0,3,1.0,6.650796776773641,48,1.0,9353,0
F00030,46,14.218701372382826,78.24087293046594,25,0.0,0.0,1.0,2,0.0,-4.832785756062165,3,1.0,461,1
B00665,4,6.181858934648351,49.1286318147359,9,1.0,1.0,1.0,3,1.0,4.343376356695885,16,1.0,7347,0
B00364,14,5.15624584012857,55.57165857365048,9,1.0,1.0,1.0,2,1.0,0.5915557405833471,45,1.0,5923,0
B00077,8,5.206528266893091,44.30353994111685,4,1.0,1.0,1.0,4,1.0,-1.9677315993659372,31,1.0,7359,0
B00027,19,5.884149154198386,53.30720506864198,5,1.0,1.0,1.0,2,1.0,-0.4253658741256605,48,1.0,7360,0
B01436,16,5.3745449221265345,44.97998429082408,3,1.0,1.0,1.0,2,1.0,1.3529885805782684,42,1.0,7864,0
B00525,16,4.084804434045426,33.785223124701034,5,1.0,1.0,1.0,2,1.0,-8.866037038945233,13,1.0,8127,0
F00134,33,28.909359026896226,83.10069554655028,53,1.0,0.0,0.0,2,0.0,-21.125722455481515,4,0.0,57,1
B00055,2,6.173523741686365,46.57224458675981,2,1.0,1.0,1.0,2,1.0,1.0540753897959545,18,1.0,6684,0
B00638,6,4.805712948380437,44.205321323356095,4,1.0,1.0,1.0,2,1.0,1.223751633423869,11,1.0,1785,0
B00302,7,4.981611847152276,49.79102458647117,6,1.0,1.0,1.0,2,1.0,-2.1532462637691303,34,1.0,8677,0
B00718,10,5.641049460479277,48.75223285443687,9,1.0,1.0,1.0,4,1.0,3.511382137757892,20,1.0,6893,0
B00624,14,5.426175678447236,35.19336171916183,9,1.0,1.0,1.0,3,1.0,-3.103668733012783,47,1.0,4716,0
B00007,11,5.103095491014663,49.809783097776894,2,1.0,1.0,1.0,4,1.0,-0.5838199889078823,23,1.0,9495,0
B00803,8,4.67295999509284,49.41523063850515,8,1.0,1.0,1.0,2,1.0,-8.832993597069747,14,1.0,7327,0
B01049,6,5.0923263879523,49.394411670378226,1,1.0,1.0,1.0,4,1.0,-4.621160076595969,49,1.0,4574,0
B00336,18,4.787900488985945,46.93153940890434,1,1.0,1.0,1.0,3,1.0,5.0497774835354035,23,1.0,3054,0
B00047,8,4.9201266798173915,40.639231604033526,2,1.0,1.0,1.0,2,1.0,0.8727152997655118,41,1.0,4276,0
F00063,42,16.861762322350295,94.3995457560019,18,0.0,1.0,1.0,2,0.0,-86.81184847683738,11,1.0,42,1
B00106,3,5.33349020171908,42.51366193038831,8,1.0,1.0,1.0,3,1.0,7.028565255079134,46,1.0,1629,0
B00349,8,5.384765734525499,45.55129558744455,5,1.0,1.0,1.0,3,1.0,0.7717211632117049,25,1.0,2368,0
B01079,4,5.523956484565289,48.5575799513437,1,1.0,1.0,1.0,3,1.0,4.436911820705669,24,1.0,9464,0
B00238,4,4.883664045740001,37.41231433992303,9,1.0,1.0,1.0,4,1.0,-3.8167459335755622,26,1.0,5669,0
B00213,5,4.950353644979172,36.949642762928114,6,1.0,1.0,1.0,2,1.0,2.3075902318905657,26,1.0,7098,0
F00075,62,17.764478037561922,74.89762146494462,41,0.0,0.0,1.0,1,0.0,-16.201559875110007,9,0.0,87,1
B01138,18,4.916401928463824,44.23255984015516,8,1.0,1.0,1.0,2,1.0,-0.1416992268323015,37,1.0,4130,0
B00793,3,5.27842058927646,45.55160552923596,6,1.0,1.0,1.0,4,1.0,-11.209481773874144,37,1.0,6031,0
B01586,8,5.442121152886905,57.3210622049961,5,1.0,1.0,1.0,4,1.0,-6.6055783341350605,49,1.0,5583,0
B01582,8,4.173816492148095,39.02341600904707,3,1.0,1.0,1.0,4,1.0,2.705965036502154,30,1.0,8473,0
B01671,16,5.504000973622523,43.79472874841666,5,1.0,1.0,1.0,2,1.0,7.338916526856209,29,1.0,9441,0
B00523,13,5.478428439637787,56.091717415056934,7,1.0,1.0,1.0,3,1.0,0.2884861108289206,40,1.0,2038,0
B00232,14,4.363587693969246,43.57616511231402,8,1.0,1.0,1.0,4,1.0,-2.5680565110696985,10,1.0,3304,0
B00644,5,5.2899544837359604,47.645081499460545,1,1.0,1.0,1.0,2,1.0,10.52580690486209,43,1.0,9593,0
B01507,11,4.821028084299343,44.986399024454435,6,1.0,1.0,1.0,2,1.0,-6.730703612901028,13,1.0,1613,0
B00533,9,5.04483112555413,45.32379880852283,7,1.0,1.0,1.0,4,1.0,-1.1946591072856052,17,1.0,8160,0
F00241,35,10.959641522475977,106.0110566308669,51,0.0,0.0,0.0,2,0.0,-46.440177137075636,4,0.0,266,1
B00603,13,5.247606476562056,48.70819873232387,3,1.0,1.0,1.0,3,1.0,10.299589542072368,17,1.0,3256,0
B01329,19,3.755718869104258,38.61232088933522,6,1.0,1.0,1.0,3,1.0,-5.316415048852468,19,1.0,5333,0
B01074,5,4.581686035354684,42.662214450896585,9,1.0,1.0,1.0,4,1.0,3.519829025643133,18,1.0,3413,0
B01304,15,4.5828179105019915,44.24679639859238,6,1.0,1.0,1.0,3,1.0,-2.7459538464841184,39,1.0,3939,0
B00060,15,5.127124602067465,42.85827380147069,7,1.0,1.0,1.0,4,1.0,3.8729024886587076,37,1.0,6769,0
B01263,2,4.649331404198643,36.88533498659381,1,1.0,1.0,1.0,3,1.0,-2.5788367226476874,44,1.0,3938,0
B00092,12,4.8775998790968496,42.19906737390895,3,1.0,1.0,1.0,2,1.0,5.170549952518004,17,1.0,3504,0
B00666,8,5.148960532629902,41.14265177389254,2,1.0,1.0,1.0,2,1.0,-0.87070358565122,21,1.0,3372,0
B00280,3,3.783048871725983,42.72915706920205,8,1.0,1.0,1.0,2,1.0,-2.0574562061064023,49,1.0,2798,0
B01113,15,5.844396956654952,42.28881140986085,9,1.0,1.0,1.0,2,1.0,0.061825475682662986,12,1.0,8000,0
B00359,5,5.472596863506797,39.826711897815336,1,1.0,1.0,1.0,2,1.0,-0.15126330862710255,14,1.0,6003,0
B01128,9,5.338579856032894,45.64568476572586,1,1.0,1.0,1.0,3,1.0,-2.661308630857879,23,1.0,5545,0
B01169,10,4.747723781457891,44.34846704325444,1,1.0,1.0,1.0,3,1.0,4.811582894400722,29,1.0,8654,0
B00847,6,4.60278697326566,52.252403924479424,5,1.0,1.0,1.0,2,1.0,-9.502448530088701,20,1.0,8804,0
B01521,7,5.71064149147625,49.34775553323895,7,1.0,1.0,1.0,4,1.0,-5.024879575499436,24,1.0,6578,0
B00110,7,5.854273184883443,41.77806535600986,1,1.0,1.0,1.0,2,1.0,1.452837927943289,35,1.0,9709,0
B00042,3,5.427450189810355,45.39988247389035,7,1.0,1.0,1.0,4,1.0,0.7188232155429247,17,1.0,1500,0
B00125,4,4.892533747007304,50.06068230454265,1,1.0,1.0,1.0,3,1.0,-2.4764803544053455,18,1.0,6363,0
B00204,7,5.3628834115815165,39.532214270558825,6,1.0,1.0,1.0,2,1.0,-2.768544965379248,18,1.0,6448,0
B00052,4,4.766592527105109,43.1133924494087,5,1.0,1.0,1.0,4,1.0,-0.4773632214304934,38,1.0,2327,0
B00545,6,4.61381510784285,39.860316194633306,7,1.0,1.0,1.0,4,1.0,-5.507418784884786,28,1.0,5823,0
B00068,13,5.474469994918797,46.39309596032959,1,1.0,1.0,1.0,3,1.0,-0.40314404224905065,35,1.0,1666,0
F00040,34,13.97806442936779,44.07468599330853,6,0.0,0.0,0.0,2,0.0,-25.713105704841336,1,0.0,415,1
B01547,19,4.897953351492206,46.79444879973426,2,1.0,1.0,1.0,4,1.0,4.604079329399978,41,1.0,4446,0
B00183,1,4.738798932886487,47.21599329957865,3,1.0,1.0,1.0,3,1.0,-8.806212893183217,23,1.0,5053,0
B00137,1,5.056700031636303,41.33765771494173,6,1.0,1.0,1.0,2,1.0,8.002475329055288,48,1.0,4051,0
B00899,4,6.109369838600421,37.87418401968868,6,1.0,1.0,1.0,3,1.0,8.924411995161757,47,1.0,6611,0
B00796,18,5.31745390205686,45.90837136451736,3,1.0,1.0,1.0,2,1.0,3.1651836312526305,20,1.0,5552,0
B00132,6,4.87674565372293,46.13254324836006,8,1.0,1.0,1.0,4,1.0,-0.9857369047920641,49,1.0,3553,0
B00080,17,4.76852546728732,40.017036318385244,2,1.0,1.0,1.0,2,1.0,3.6514190965348217,24,1.0,3928,0
F00286,88,26.56766720126226,76.60376370433603,44,0.0,1.0,0.0,1,0.0,-42.81483601346562,2,1.0,266,1
B01540,13,5.369652920416148,38.13221804033935,2,1.0,1.0,1.0,3,1.0,5.806038358790142,26,1.0,9566,0
B00541,12,5.151561480795921,48.447157852575664,9,1.0,1.0,1.0,4,1.0,3.5076922917919977,46,1.0,3025,0
B01668,12,4.96195161569402,45.80519753906427,7,1.0,1.0,1.0,3,1.0,-9.706684190359276,32,1.0,9219,0
B00983,18,5.183694345315315,51.4157015264904,8,1.0,1.0,1.0,2,1.0,7.169172445800783,18,1.0,5870,0
B00165,2,4.64065903727836,46.59052528026313,1,1.0,1.0,1.0,2,1.0,3.571182413469641,12,1.0,9962,0
B00248,1,4.938826548679447,46.27129139870498,4,1.0,1.0,1.0,2,1.0,3.5136283663564476,35,1.0,3953,0
B00446,4,4.026056681368264,47.91977497439067,9,1.0,1.0,1.0,2,1.0,1.6421649529077453,22,1.0,5911,0
B01514,9,5.684693836298147,42.64848428698019,8,1.0,1.0,1.0,2,1.0,-4.134902997918125,26,1.0,8517,0
B00858,19,5.723466769099779,44.24487023076473,6,1.0,1.0,1.0,3,1.0,6.827614902030941,36,1.0,6885,0
B01211,3,5.963784692589098,42.818791149415915,4,1.0,1.0,1.0,2,1.0,-1.5998826467551222,29,1.0,3184,0
B00097,3,5.546635452729965,35.3220766024147,7,1.0,1.0,1.0,2,1.0,0.3177002525116835,31,1.0,2269,0
F00273,61,13.500986165200906,57.63342343307838,59,0.0,0.0,0.0,1,0.0,-51.57981783711297,2,0.0,465,1
B00737,8,5.525597005493021,53.402478152073236,8,1.0,1.0,1.0,3,1.0,2.5707291320302303,41,1.0,7230,0
B01255,7,4.53033663106703,46.45272129739873,5,1.0,1.0,1.0,2,1.0,-10.047700275857334,30,1.0,2294,0
B00102,3,5.279370376305921,45.0957745752893,3,1.0,1.0,1.0,4,1.0,-8.585945666801893,43,1.0,7597,0
B00434,5,4.973127745515438,48.162212331839235,7,1.0,1.0,1.0,4,1.0,5.0184535555600105,27,1.0,9825,0
B00074,9,4.499115860717673,50.609528554910675,5,1.0,1.0,1.0,2,1.0,6.082298889495585,16,1.0,2623,0
F00091,63,20.70290165485195,88.04746123168105,37,0.0,0.0,1.0,1,0.0,-21.234663806834504,12,1.0,106,1
B01234,4,4.94387626652417,40.17319727809893,6,1.0,1.0,1.0,3,1.0,-3.0199292960793818,35,1.0,6717,0
B00918,11,5.094855864362763,50.69454377037207,8,1.0,1.0,1.0,2,1.0,-10.246028851619208,11,1.0,2345,0
F00011,76,17.532816025346996,84.47780939414773,29,0.0,1.0,1.0,1,0.0,-41.26451078418119,7,0.0,463,1
B01670,13,4.647222954110875,44.232442681034016,1,1.0,1.0,1.0,4,1.0,2.292774870094606,42,1.0,1832,0
B01620,16,5.121622284927813,36.816126256964935,8,1.0,1.0,1.0,2,1.0,-5.48099761783761,17,1.0,4283,0
B00762,2,4.530911312286147,35.93383356998477,2,1.0,1.0,1.0,2,1.0,9.907621335413346,23,1.0,2119,0
B00989,2,4.640378331018517,54.33518554405614,3,1.0,1.0,1.0,4,1.0,1.5870913675189566,17,1.0,9167,0
B00388,18,4.990012285640049,44.861422168773004,9,1.0,1.0,1.0,2,1.0,-5.356541638354873,30,1.0,7124,0
B00235,3,6.3498570702097545,42.51644588034796,5,1.0,1.0,1.0,2,1.0,-4.3588737048463155,35,1.0,7734,0
B01506,8,5.734511698770383,52.97320320608157,1,1.0,1.0,1.0,2,1.0,1.1503020219170004,18,1.0,5126,0
B00267,17,4.6447737250825245,51.43282411085305,9,1.0,1.0,1.0,2,1.0,1.0512311000114654,18,1.0,1660,0
B01187,7,5.471119075748681,37.75968285678437,4,1.0,1.0,1.0,2,1.0,-4.929052482377364,42,1.0,3262,0
B00117,7,5.434051571478965,43.26673319284945,2,1.0,1.0,1.0,2,1.0,4.598742394952133,36,1.0,1934,0
B01606,2,5.1010273080128234,47.52050537240423,9,1.0,1.0,1.0,2,1.0,2.9276912916924753,49,1.0,3906,0
B00673,5,4.942413536115029,42.74015505192755,2,1.0,1.0,1.0,2,1.0,-4.737145225303381,14,1.0,8593,0
B00249,16,4.782421701072624,43.13955879273522,5,1.0,1.0,1.0,2,1.0,1.755262404773394,11,1.0,6933,0
B01452,17,4.8273034226649765,48.99696679310219,7,1.0,1.0,1.0,2,1.0,1.765030902732476,13,1.0,6129,0
F00294,98,4.330813560008144,49.71014779023025,35,0.0,0.0,1.0,1,0.0,-19.226489738070846,10,0.0,171,1
B00094,1,4.776426768808044,47.35236828058366,8,1.0,1.0,1.0,2,1.0,-5.319968082827767,37,1.0,7006,0
B00033,14,5.8102148225520365,46.24950854558864,2,1.0,1.0,1.0,4,1.0,0.9220828471348885,18,1.0,6444,0
B01463,8,4.663476577436494,36.82005582280113,7,1.0,1.0,1.0,4,1.0,0.020209789115803845,10,1.0,6428,0
B01667,18,5.750285684481335,43.2810493127987,2,1.0,1.0,1.0,2,1.0,1.8742403916641028,18,1.0,2358,0
B00448,9,5.5355622868923255,51.66094555380393,3,1.0,1.0,1.0,2,1.0,-2.2450181018576663,44,1.0,2550,0
B00716,15,5.665739403698898,40.55275625380226,6,1.0,1.0,1.0,3,1.0,0.43857504658881946,31,1.0,8157,0
F00109,58,10.265095277335103,65.2397731683307,23,1.0,1.0,0.0,2,0.0,-16.286643205492023,12,0.0,242,1
B01517,8,4.385700742148096,40.532367575233394,7,1.0,1.0,1.0,3,1.0,2.5586548213495384,24,1.0,4528,0
B00000,7,5.419592433858156,45.21466122607207,9,1.0,1.0,1.0,2,1.0,-1.3800553085824043,24,1.0,4044,0
B01375,5,5.616262441558954,42.84426558409031,9,1.0,1.0,1.0,2,1.0,-1.2456962311978073,47,1.0,9791,0
B01101,19,4.6638608639062005,48.667264415705425,8,1.0,1.0,1.0,3,1.0,-10.310890523740735,36,1.0,7094,0
B01108,17,4.457271961551892,38.23635731097853,7,1.0,1.0,1.0,4,1.0,-1.1468784368237748,33,1.0,6943,0
B01226,7,4.327257581873889,45.67535939930897,3,1.0,1.0,1.0,3,1.0,-3.4332960458665918,21,1.0,5370,0
B00082,3,5.088255638081373,51.042252540090765,2,1.0,1.0,1.0,3,1.0,0.2028227404768016,25,1.0,8617,0
B01288,5,4.351988189874304,48.18077742519718,5,1.0,1.0,1.0,3,1.0,7.656634011571162,39,1.0,2251,0
B00676,6,5.424858378202305,45.828666804324584,1,1.0,1.0,1.0,3,1.0,5.448935071020835,25,1.0,3296,0
F00220,81,21.328559603931517,63.99608005278614,46,0.0,1.0,1.0,2,0.0,-41.104704904433525,9,0.0,371,1
B01046,12,4.650524780268199,44.86654392419741,3,1.0,1.0,1.0,2,1.0,2.855157321985737,12,1.0,6902,0
B00770,2,4.19632017149871,42.775528267255766,6,1.0,1.0,1.0,4,1.0,2.6583279796929746,19,1.0,7590,0
F00246,73,13.911829465452204,62.13669678823199,37,0.0,0.0,1.0,2,0.0,-76.08701542177927,12,1.0,54,1
B01280,3,4.172468503833406,40.962788874628764,3,1.0,1.0,1.0,2,1.0,1.4961823095922049,38,1.0,5366,0
B01580,13,4.935907265207116,41.32713306713713,1,1.0,1.0,1.0,2,1.0,1.5007547561808754,45,1.0,4493,0
B01488,2,5.723097332747697,42.8042036456156,9,1.0,1.0,1.0,2,1.0,0.36371664348616306,30,1.0,8413,0
B00404,12,5.3088351841328745,44.68945335039908,4,1.0,1.0,1.0,3,1.0,7.2951117414594435,13,1.0,8177,0
F00027,40,10.03502823214135,56.14154325218988,19,0.0,1.0,1.0,1,0.0,-22.66845138059462,8,1.0,444,1
B01298,9,5.378952698055506,44.46662159027839,4,1.0,1.0,1.0,2,1.0,0.7451985031249877,36,1.0,2277,0
B01340,6,4.998916773386057,51.166073519693775,9,1.0,1.0,1.0,2,1.0,-3.643646963270113,25,1.0,2854,0
B00104,15,5.367122144851489,38.058049296141526,7,1.0,1.0,1.0,3,1.0,-2.349912866650042,19,1.0,2148,0
B00688,15,5.289589009645857,38.77239705249332,9,1.0,1.0,1.0,2,1.0,5.143051556516889,37,1.0,8300,0
B01305,6,5.5857131738819366,46.61207991355564,7,1.0,1.0,1.0,4,1.0,-2.1073741871564624,30,1.0,1944,0
B00826,8,4.545317615179694,50.483503160541524,9,1.0,1.0,1.0,3,1.0,-3.6480218185083286,12,1.0,4975,0
B00062,14,5.158100038102281,45.65595045171942,3,1.0,1.0,1.0,2,1.0,-4.3580109907865,27,1.0,6918,0
B00852,1,6.119871519963932,43.15151472014457,6,1.0,1.0,1.0,4,1.0,-3.446020235425168,12,1.0,1944,0
B01353,14,4.984714918291252,43.41355717168088,2,1.0,1.0,1.0,2,1.0,0.9274550015924509,19,1.0,4143,0
B00223,17,5.313038212753908,54.77615015453889,6,1.0,1.0,1.0,4,1.0,4.18260078019491,28,1.0,7168,0
B00145,9,4.849953019381308,45.94233864533138,8,1.0,1.0,1.0,2,1.0,12.366330413814055,31,1.0,8694,0
B01088,6,5.683495216339422,38.0853252484161,8,1.0,1.0,1.0,3,1.0,-4.529100897114213,13,1.0,7454,0
B00373,10,4.529205241324677,57.14641321475625,1,1.0,1.0,1.0,2,1.0,4.2634018791350545,19,1.0,9675,0
B01420,16,4.576543835841511,42.12525022306561,5,1.0,1.0,1.0,2,1.0,-2.656857584834892,32,1.0,2200,0
B01142,19,4.67508926092959,47.07576992174355,6,1.0,1.0,1.0,4,1.0,7.695086876277079,22,1.0,1967,0
F00126,65,14.118810249939864,70.90204083574386,11,0.0,1.0,0.0,2,0.0,-28.889040544914515,4,0.0,231,1
B01494,13,3.9172592071434993,54.710948063468855,5,1.0,1.0,1.0,4,1.0,-1.0126149873454129,13,1.0,4803,0
B01601,7,4.969023626950952,45.32186285436115,3,1.0,1.0,1.0,2,1.0,-4.4624200956630204,14,1.0,7993,0
B01270,15,4.407044495383577,52.235053333874035,2,1.0,1.0,1.0,4,1.0,1.5250027260486427,16,1.0,7959,0
B00009,8,4.836648002511088,43.901247520786356,1,1.0,1.0,1.0,3,1.0,-2.9565072334826903,43,1.0,2210,0
B00449,19,4.635921611966107,46.13295995746405,3,1.0,1.0,1.0,4,1.0,3.3681818285431158,32,1.0,5526,0
B00708,14,5.891039159030741,40.947176451873176,2,1.0,1.0,1.0,4,1.0,7.328586208520299,30,1.0,4756,0
B00255,13,5.276916665890773,43.597116610275954,2,1.0,1.0,1.0,2,1.0,-1.510155113913816,44,1.0,8250,0
B00882,1,4.860445762550153,47.756972747956986,5,1.0,1.0,1.0,4,1.0,1.9903108742650248,36,1.0,8928,0
B00389,3,4.666739759363242,43.14264250069225,4,1.0,1.0,1.0,2,1.0,5.614127469426377,12,1.0,8837,0
